@RELATION FEATURES

@ATTRIBUTE openml_data_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE EquivalentNumberOfAtts NUMERIC
@ATTRIBUTE Quartile3KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth2AUC NUMERIC
@ATTRIBUTE DecisionStumpKappa NUMERIC
@ATTRIBUTE REPTreeDepth1ErrRate NUMERIC
@ATTRIBUTE MeanSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MinStdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3MutualInformation NUMERIC
@ATTRIBUTE MaxMutualInformation NUMERIC
@ATTRIBUTE MeanMeansOfNumericAtts NUMERIC
@ATTRIBUTE MinSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MinNominalAttDistinctValues NUMERIC
@ATTRIBUTE RandomTreeDepth1ErrRate NUMERIC
@ATTRIBUTE Quartile1StdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1MeansOfNumericAtts NUMERIC
@ATTRIBUTE MeanNominalAttDistinctValues NUMERIC
@ATTRIBUTE HoeffdingAdwin.warnings NUMERIC
@ATTRIBUTE J48.00001.Kappa NUMERIC
@ATTRIBUTE HoeffdingAdwin.changes NUMERIC
@ATTRIBUTE HoeffdingDDM.changes NUMERIC
@ATTRIBUTE J48.001.Kappa NUMERIC
@ATTRIBUTE REPTreeDepth3Kappa NUMERIC
@ATTRIBUTE J48.0001.ErrRate NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE Quartile2KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE J48.001.ErrRate NUMERIC
@ATTRIBUTE MinAttributeEntropy NUMERIC
@ATTRIBUTE Quartile2MutualInformation NUMERIC
@ATTRIBUTE RandomTreeDepth3ErrRate NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE MaxSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE RandomTreeDepth3AUC NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE J48.00001.AUC NUMERIC
@ATTRIBUTE MaxNominalAttDistinctValues NUMERIC
@ATTRIBUTE Quartile2MeansOfNumericAtts NUMERIC
@ATTRIBUTE MaxKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE NoiseToSignalRatio NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE Quartile1MutualInformation NUMERIC
@ATTRIBUTE Quartile2AttributeEntropy NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NaiveBayesKappa NUMERIC
@ATTRIBUTE NaiveBayesErrRate NUMERIC
@ATTRIBUTE Quartile3MeansOfNumericAtts NUMERIC
@ATTRIBUTE MeanKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MeanAttributeEntropy NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE REPTreeDepth1Kappa NUMERIC
@ATTRIBUTE MaxAttributeEntropy NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE StdvNominalAttDistinctValues NUMERIC
@ATTRIBUTE MeanMutualInformation NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE Quartile1AttributeEntropy NUMERIC
@ATTRIBUTE REPTreeDepth3AUC NUMERIC
@ATTRIBUTE NaiveBayesDdm.warnings NUMERIC
@ATTRIBUTE RandomTreeDepth2ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth2Kappa NUMERIC
@ATTRIBUTE MinMeansOfNumericAtts NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE NaiveBayesAUC NUMERIC
@ATTRIBUTE MeanStdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3StdDevOfNumericAtts NUMERIC
@ATTRIBUTE HoeffdingDDM.warnings NUMERIC
@ATTRIBUTE RandomTreeDepth2Kappa NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE RandomTreeDepth1Kappa NUMERIC
@ATTRIBUTE DecisionStumpAUC NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE J48.0001.Kappa NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE MinKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth2AUC NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE J48.00001.ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth1AUC NUMERIC
@ATTRIBUTE DefaultAccuracy NUMERIC
@ATTRIBUTE MinMutualInformation NUMERIC
@ATTRIBUTE REPTreeDepth2ErrRate NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE RandomTreeDepth3Kappa NUMERIC
@ATTRIBUTE Quartile3SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE J48.001.AUC NUMERIC
@ATTRIBUTE J48.0001.AUC NUMERIC
@ATTRIBUTE Quartile1KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE NaiveBayesAdwin.changes NUMERIC
@ATTRIBUTE MaxStdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE Quartile3AttributeEntropy NUMERIC
@ATTRIBUTE DecisionStumpErrRate NUMERIC
@ATTRIBUTE NaiveBayesDdm.changes NUMERIC
@ATTRIBUTE MaxMeansOfNumericAtts NUMERIC
@ATTRIBUTE NaiveBayesAdwin.warnings NUMERIC
@ATTRIBUTE MinorityClassPerentage NUMERIC
@ATTRIBUTE Quartile2StdDevOfNumericAtts NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE RandomTreeDepth1AUC NUMERIC
@ATTRIBUTE REPTreeDepth3ErrRate NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC

@DATA
2097,1,NaN,0.8487815150750375,0.8991170554983932,0.26828644698090565,0.15349922239502334,0.04044764901932435,0.9996387437607491,NaN,NaN,-5.560885260065568E-4,-0.6738022262783702,-1.0,0.16625194401244167,0.9999476046670991,-7.437709953344483E-4,-1.0,0.0,0.8251502111257196,0.0,0.0,0.8251502111257196,0.8100028845003834,0.14136858475894246,1531.0,-0.4807987210091791,0.14136858475894246,NaN,NaN,0.16625194401244167,2.7027027027027026,0.919209497305852,0.8991170554983932,1.0,0.9196059946130821,-1.0,-5.980934681182077E-4,1.2753938124377848,NaN,36.0,NaN,NaN,37.0,0.7513714566665727,0.20326594090202177,-3.569454121306042E-4,-0.15537251350073528,-1.0,0.0,0.8100028845003834,NaN,97.2972972972973,-1.0,NaN,0.0,NaN,0.962333455035218,0.0,0.16625194401244167,0.8100028845003834,-8.629685847588969E-4,2.4833618760456604,0.9605992160078025,1.0000219953862934,-0.5169352873373212,1.00019496903999,0.0,0.7945482122759002,6430.0,0.7945482122759002,0.710936921295261,625.0,0.8251502111257196,0.0,-0.9203695888537062,0.962333455035218,23.81026438569207,0.14136858475894246,0.962333455035218,0.23810264385692068,NaN,0.15349922239502334,0.0,0.7945482122759002,0.674236046375788,0.0057542768273716955,0.9196059946130821,0.9196059946130821,-0.8399975597307479,0.0,1.000288281975084,-0.039962548903691414,6.0,NaN,0.563452566096423,0.0,-1.2632970451004983E-4,0.0,9.720062208398133,1.000005292304591,0.0,0.8991170554983932,0.15349922239502334,0.0
2098,1,15.394222181644453,1.3167571705095966,0.5490206498274153,0.08282937175915918,0.7541297581996649,0.6941868457811919,0.04182705660725928,0.23398435498208,0.23398435498208,7.5760060654796515,-0.6395668896334741,3.0,0.8072779506823079,0.10877804775617597,0.22785038908385247,3.0,0.0,0.10074851955160159,2.0,0.0,0.10074851955160159,0.14312000429301272,0.8005745750538664,689.0,0.5921152607070259,0.8005745750538664,1.5815100477524742,0.23398435498208,0.8072779506823079,22.22222222222222,3.1273192620537418,0.5490206498274153,2.0,0.5828500087002606,3.0,0.5239920995930099,75.91420163434016,5.759041850783555,7.0,0.23398435498208,1.5815100477524742,9.0,0.1359288511159016,0.7699305721809911,8.478976724137933,6.565462244880678,1.5815100477524742,0.0,0.14312000429301272,1.5815100477524742,77.77777777777779,0.0,0.23398435498208,0.0,1.5815100477524742,0.6992918896275563,3.0,0.8072779506823079,0.14312000429301272,0.1395163993296614,3.602007147622906,0.7092786999199927,1.8002553416326432,0.17683750778709822,2.923882427705056,3.0,0.0977280560036181,4177.0,0.0977280560036181,0.6428136589927034,0.0,0.10074851955160159,0.0,-0.04756425870733061,0.6992918896275563,16.49509217141489,0.8005745750538664,0.6992918896275563,0.1649509217141489,0.23398435498208,0.7541297581996649,0.0,0.0977280560036181,1.1066038782409204,0.0021546564519990424,0.5828500087002606,0.5828500087002606,0.07205569289921554,2.0,8.374083392436654,0.6206295175858786,29.0,1.5815100477524742,0.7895618865214269,0.0,62.82823200000001,0.0,0.0,0.22196294903322086,0.0,0.5490206498274153,0.7541297581996649,0.0
2102,1,5.9334684401020565,1.3391927424184737,0.7594001486877614,0.30247986100142155,0.595108695652174,2.5445684724664086,0.49318784476285227,0.425964983779695,0.42753276429854,390.0868288072737,-0.6950006449231323,8.0,0.6195652173913043,0.7785027891812959,2.882908545727136,15.4,0.0,0.4228639201732976,1.0,0.0,0.4228639201732976,0.2672017371533179,0.43478260869565216,214.0,0.4124376459293364,0.43478260869565216,2.5810641739409617,0.40765214345173,0.4945652173913043,30.0,27.03550412283855,0.8003949838248884,6.0,0.8276681872249634,27.0,6.249602617058819,728.9461780790249,8.082530396301912,14.0,0.323312362530555,3.4759821137655975,20.0,0.42741183362624485,0.45108695652173914,403.0027173913044,62.34149038812772,3.4626363060529055,3.0434782608695654,0.21342963107554172,4.2373637557635595,70.0,7.1274118724821856,0.381241367214446,95.0,2.908861461974274,0.7171370640805235,8.0,0.5190217391304348,0.2672017371533179,-2.5842391304347827,2.262083620428274,0.8520788174118736,172.61081562461908,-0.39489237027829605,80.61760056258038,2.0,0.2945964186878558,736.0,0.13364378865633428,0.7519401667350958,105.0,0.4228639201732976,12.907608695652172,-1.8846608031483543,0.7171370640805235,29.076086956521742,0.43478260869565216,0.6990624709081635,0.2907608695652174,0.24650313929826,0.5557065217391305,448.0,0.3603331279935438,0.9522999780252427,0.02717391304347826,0.8276681872249634,0.8276681872249634,-0.505047559915994,1.0,1551.7798185802092,0.1108941970359049,5.0,4.009738246275191,0.5054347826086957,0.0,2054.7393689986284,0.0,14.266304347826086,1.346599657375366,0.0,0.6899185587085939,0.5557065217391305,0.0
1701,1,26.839183802676523,12.6467958744417,0.6965727371473568,0.4503332218612649,0.2182628062360802,2.022468153229902,0.8712082809718897,0.0206465881071925,0.40908953764451,348.5042681885674,0.07282792209471876,1.0,0.2383073496659243,10.505435772171172,3.0256951559020044,2.3125,0.0,0.267904435979752,0.0,1.0,0.267904435979752,0.4189509420009749,0.19710467706013363,684.0,1.6163214052730313,0.19710467706013363,-0.0,0.0,0.22939866369710468,84.61538461538461,3.7532242362454777,0.7789906449828373,33.0,0.5939933958517685,9.0,21.222160356347437,13.117366843329496,4.673900071775454,6.0,0.0,0.0,39.0,0.5569590016631507,0.24610244988864144,901.2636692650347,4.607030275019118,0.2515351603742048,63.317343384158534,0.14164212004759766,1.8215224482924186,15.384615384615385,2.070335799473275,0.044331968697414056,898.0,0.0,0.822151031071005,6.0,0.24276169265033407,0.30086540149138874,1.1985489977728296,1.189833856204398,0.9315907109421729,405.1732698379093,0.9652300722185241,771.8590427889465,15.0,-0.005216998377390389,898.0,0.0,0.8652735384332186,0.0,0.267904435979752,100.0,-0.9759090659333722,0.7133659706134035,76.16926503340757,0.19710467706013363,0.5692694611232046,0.7616926503340757,0.0,0.19265033407572382,22175.0,0.09436363903399038,3.7462815892316232,0.043429844097995544,0.5939933958517685,0.5939933958517685,-0.4103706334632795,0.0,1871.399107266592,1.6510459659428753,6.0,0.2385631077559124,0.22828507795100222,0.0,1263.0946547884187,0.0,0.0,69.85338529046146,4.0,0.6369584297524356,0.1714922048997773,10.256410256410255
1702,1,52.14040169716265,0.0,0.9451363376145694,0.3396437687719142,0.01376720901126408,0.0,0.0,0.0184861208375775,0.19826687955488,0.0,0.0,2.0,0.05444305381727159,0.0,0.0,2.0555555555555554,0.0,0.9843258097219999,3.0,3.0,0.9843258097219999,0.972417266903898,0.007822277847309137,1669.0,0.0,0.007822277847309137,0.004094030352641959,0.00542648921343,0.05444305381727159,100.0,0.0,0.9451363376145694,37.0,0.9960622907889662,3.0,0.0,0.0,29.814462977732955,0.0,7.77595577705E-4,0.6794996247614244,37.0,0.7569708778154078,0.12108886107634544,0.0,0.0,0.5901482912442314,0.0,0.972417266903898,0.9956521852360185,0.0,0.232310684145723,0.01915166562113,0.0,0.28756000355035294,0.997615519019934,0.0,0.05444305381727159,0.972417266903898,0.0,0.9985755386554582,0.9520419938608541,0.0,0.0,0.0,0.0,0.8908498653739637,3196.0,0.8908498653739637,0.6714034536324981,1527.0,0.9843258097219999,0.0,0.0,0.997615519019934,52.221526908635795,0.007822277847309137,0.997615519019934,0.522215269086358,1.18053E-9,0.01376720901126408,0.0,0.8908498653739637,0.0,0.011576971214017523,0.9960622907889662,0.9960622907889662,0.0,4.0,0.0,0.0,2.0,0.9132329806576945,0.33948685857321653,3.0,0.0,0.0,47.778473091364205,0.0,35.0,0.9451363376145694,0.01376720901126408,94.5945945945946
1705,1,NaN,24.57612792346187,0.9080139521161272,0.03276976655404448,0.20315,1.1992106839494165,0.0,NaN,NaN,13.741531427946773,-21.166219538631086,-1.0,0.1769,1.0439638063103105,0.0,-1.0,0.0,0.8349979241615618,67.0,0.0,0.8349979241615618,0.7887152321892192,0.15865,813.0,5.111989589910842,0.15865,NaN,NaN,0.1769,5.88235294117647,21.166219538630987,0.9080139521161272,1.0,0.9379676053125593,-1.0,2.168141592920354,446.00663716814086,NaN,16.0,NaN,NaN,17.0,0.6253250509940796,0.36025,18.87577433628319,44.37982325425782,-1.0,0.0,0.7887152321892192,NaN,94.11764705882352,-1.0,NaN,0.0,NaN,0.9544303249787935,0.0,0.1769,0.7887152321892192,-23.49911504424778,4.69981072657316,0.9559207236903551,9.41550343811404,-0.5032589866132707,16.28627453672253,0.0,0.816017080292,20000.0,0.816017080292,0.6574545268026781,734.0,0.8349979241615618,0.0,-1.6257835417902333,0.9544303249787935,4.0649999999999995,0.15865,0.9544303249787935,0.04065,NaN,0.20315,0.0,0.816017080292,2.280844251141562,8.5E-4,0.9379676053125593,0.9379676053125593,1.4871417245788516,70.0,127.22024761612741,0.2875221755850734,26.0,NaN,0.9293,0.0,367.2079646017699,0.0,3.6700000000000004,3.1086951745704976,0.0,0.9080139521161272,0.20315,0.0
1710,1,NaN,12.799787341869644,0.834430637982196,0.3026706231454006,0.2144,1.4370373581788407,0.0,NaN,NaN,77.18861771363537,-21.166219538631086,-1.0,0.2144,3.239087842224082,3.492256637168138,-1.0,0.0,0.6373963655418936,0.0,1.0,0.6373963655418936,0.602373887240356,0.1984,288.0,7.146773571769197,0.1984,NaN,NaN,0.2144,20.0,21.166219538630987,0.834430637982196,1.0,0.8406824596109461,-1.0,30.405797101449274,446.00663716814086,NaN,4.0,NaN,NaN,5.0,0.8071216617210683,0.104,48.913953488372094,22.543544709775265,-1.0,0.0,0.602373887240356,NaN,80.0,-1.0,NaN,0.0,NaN,0.8525668273986152,10.0,0.2144,0.602373887240356,-23.49911504424778,1.318116246441582,0.9630951121002308,35.38994621567419,-0.16048397211982157,19.51230890627917,9.0,0.6257317781650802,625.0,0.6257317781650802,0.6469194362017804,49.0,0.6373963655418936,0.0,-1.8165229642152725,0.8525668273986152,46.08,0.1984,0.8525668273986152,0.4608,NaN,0.2144,0.0,0.6257317781650802,2.8494785244432115,0.008,0.8406824596109461,0.8406824596109461,1.3971762204253837,0.0,7947.066341939275,0.7492976890169514,3.0,NaN,0.376,0.0,13207.129353233831,0.0,7.84,10.064493746739563,0.0,0.834430637982196,0.2144,0.0
1711,1,NaN,10.269611596859992,0.8927777777777776,0.10388888888888889,0.1575,1.0250577224723934,0.0,NaN,NaN,147.65365502602322,-21.166219538631086,-1.0,0.193,4.448095974964398,9.054,-1.0,0.0,0.8472222222222223,16.0,9.0,0.8472222222222223,0.8250000000000001,0.1375,200.0,2.125605524969977,0.1375,NaN,NaN,0.193,0.4608294930875576,21.166219538630987,0.8927777777777776,1.0,0.9277102777777778,-1.0,30.405797101449274,446.00663716814086,NaN,216.0,NaN,NaN,217.0,0.915,0.0765,69.8695652173913,15.861198805616464,-1.0,0.0,0.8250000000000001,NaN,99.53917050691244,-1.0,NaN,0.0,NaN,0.9486284722222221,0.0,0.193,0.8250000000000001,-23.49911504424778,3.321928094887362,0.9919074999999999,39.537896506809425,-0.19674495823430635,26.656454521502432,4.0,0.7855555555555556,2000.0,0.7855555555555556,0.7207469444444443,200.0,0.8472222222222223,0.0,-1.8165229642152725,0.9486284722222221,10.0,0.1375,0.9486284722222221,0.1,NaN,0.1575,0.0,0.7855555555555556,2.27977927294065,0.1085,0.9277102777777778,0.9277102777777778,-0.05423844492807328,3.0,7947.066341939275,0.4542724483345337,10.0,NaN,0.8065,1.0,13207.129353233831,0.0,10.0,10.650001043286531,0.0,0.8927777777777776,0.1575,0.0
1713,1,NaN,8.256715085185665,0.8016666666666664,0.10611111111111111,0.2845,0.9802128976779778,0.0,NaN,NaN,133.89703742652338,-21.166219538631086,-1.0,0.357,2.850632802030978,3.2554228855721337,-1.0,0.0,0.6866666666666666,4.0,9.0,0.6866666666666666,0.6838888888888889,0.282,200.0,1.133122466894629,0.282,NaN,NaN,0.357,1.2987012987012987,21.166219538630987,0.8016666666666664,1.0,0.8594219444444444,-1.0,24.643478260869564,446.00663716814086,NaN,76.0,NaN,NaN,77.0,0.726111111111111,0.2465,69.8695652173913,14.392762596646675,-1.0,0.0,0.6838888888888889,NaN,98.7012987012987,-1.0,NaN,0.0,NaN,0.9261233333333333,8.0,0.357,0.6838888888888889,-23.49911504424778,3.321928094887362,0.9626375,35.85718493602311,-0.11656765186471565,20.541728269984432,4.0,0.6033333333333334,2000.0,0.6033333333333334,0.72435,200.0,0.6866666666666666,0.0,-1.8165229642152725,0.9261233333333333,10.0,0.282,0.9261233333333333,0.1,NaN,0.2845,0.0,0.6033333333333334,2.27977927294065,0.0385,0.8594219444444444,0.8594219444444444,-0.09207154045780497,4.0,7947.066341939275,0.49204266144189274,10.0,NaN,0.8045,9.0,13207.129353233831,0.0,10.0,10.064493746739563,0.0,0.8016666666666664,0.2845,0.0
1714,1,NaN,8.03894964357999,0.9516904855835366,0.8107527445175151,0.055793991416309016,0.985598053800414,0.0,NaN,NaN,132.46881897999904,-21.166219538631086,-1.0,0.044349070100143065,2.8170391691513195,3.15271816881259,-1.0,0.0,0.876873811577773,0.0,0.0,0.876873811577773,0.8756551129599474,0.055793991416309016,458.0,1.106967395546886,0.055793991416309016,NaN,NaN,0.044349070100143065,10.0,21.166219538630987,0.9516904855835366,1.0,0.9269600826251608,-1.0,24.643478260869564,446.00663716814086,NaN,9.0,NaN,NaN,10.0,0.9125445722405428,0.04005722460658083,69.8695652173913,14.253656578497484,-1.0,0.22889842632331905,0.8756551129599474,NaN,90.0,-1.0,NaN,16.0,NaN,0.952780445378608,0.0,0.044349070100143065,0.8756551129599474,-23.49911504424778,0.9293179372497983,0.9883078465880973,35.49558913564255,-0.11363509714690845,19.51230890627917,0.0,0.9017452695441621,699.0,0.9017452695441621,0.9249080432694923,241.0,0.876873811577773,2.28898426323319,-1.8165229642152725,0.952780445378608,65.52217453505007,0.055793991416309016,0.952780445378608,0.6552217453505007,NaN,0.055793991416309016,16.0,0.9017452695441621,2.27977927294065,0.01430615164520744,0.9269600826251608,0.9269600826251608,-0.0913083970429035,0.0,7947.066341939275,0.5140480549908839,2.0,NaN,0.08869814020028613,0.0,13207.129353233831,0.0,34.47782546494993,10.064493746739563,1.0,0.9516904855835366,0.055793991416309016,10.0
